Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
229,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Trimipramine,2.197706119175878e-06,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,"Trimipramine is used for agitation and psychosis, which can be relevant for conditions like infectious mononucleosis and acute tonsillitis; indirect clinical support (observational/accepted practice). Not specific to the full combo.",agitation and psychosis,agitation
231,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Epinastine,0.002910717,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Epinastine is commonly used for urticaria and related allergic conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,urticaria and related allergic conditions,urticaria
233,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Tolazoline,5.221797487194179e-08,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Tolazoline is used for urticaria and has indirect support for other conditions (observational/accepted practice). Not specific to the full combo.,urticaria and has indirect support for other conditions (observational/accepted practice),urticaria and may have indirect effects on inflammatory conditions
234,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Fenoldopam,2.633890671834031e-09,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,"Fenoldopam is used for managing hyperkalemia, which can be associated with bacterial infections and urticaria; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hyperkalemia,hyperkalemia
246,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Fexofenadine,0.041894415,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Fexofenadine is commonly used for urticaria and has indirect clinical support for managing symptoms related to the other conditions in the trajectory.,urticaria and has indirect clinical support for symptoms related to the other conditions in the trajectory,urticaria and may have indirect effects on inflammatory conditions
248,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Apraclonidine,6.359127921773224e-05,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Apraclonidine is used for allergic conditions like urticaria and may have indirect benefits for respiratory symptoms; evidence from observational studies and accepted practice.,allergic conditions like urticaria and may have indirect benefits for respiratory symptoms,urticaria and may have indirect effects on respiratory symptoms
256,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Doxepin,3.524772941644514e-07,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Doxepin is used for urticaria and related symptoms; indirect support from practice and observational studies.,urticaria and related symptoms,urticaria
258,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Desipramine,0.000285972,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Desipramine is used for urticaria and related allergic conditions; indirect support from practice guidelines and case studies.,urticaria and related allergic conditions,urticaria
269,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Paliperidone,5.431619219343873e-07,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,"Paliperidone is used for psychosis and agitation, which can be relevant for conditions like infectious mononucleosis and acute tonsillitis; indirect clinical support (observational/accepted practice). Not specific to the full combo.",psychosis and agitation,agitation
270,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Fenoterol,6.359127921773224e-05,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,"Fenoterol is commonly used for asthma and bronchial conditions; indirect clinical support (observational/accepted practice) suggests it may be used for respiratory symptoms in the trajectory, such as those seen in influenza or acute tonsillitis.",asthma and bronchial conditions,asthma and copd
279,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Dextroamphetamine,0.034020418,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Reasonable use for managing symptoms like fatigue or agitation in infectious conditions; indirect support from observational studies.,fatigue or agitation in infectious conditions,agitation or anxiety in infectious conditions
292,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Mianserin,8.251221207799153e-05,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Mianserin is used for urticaria and related symptoms; indirect support from observational studies and accepted practice for other conditions.,urticaria and related symptoms,urticaria
293,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Pizotifen,8.080196690876468e-09,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Pizotifen is used for urticaria and related conditions; indirect support from observational studies and accepted practice.,urticaria and related conditions,urticaria
295,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Asenapine,8.44821371371312e-08,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Indirect support for urticaria management; used for agitation/psychosis in presentations with symptoms like urticaria; observational/accepted practice.,agitation/psychosis in presentations with symptoms like urticaria,urticaria and possibly agitation in complex presentations
301,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Lurasidone,0.034020418,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Lurasidone is used for psychosis in acute viral infections and related conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,psychosis in acute viral infections and related conditions,psychosis in acute viral infections and related conditions
303,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",Dosulepin,0.008927828,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,Dosulepin is used for viral infections like influenza and infectious mononucleosis; also for urticaria; indirect clinical support (observational/accepted practice). Not specific to the full combo.,viral infections like influenza and infectious mononucleosis,viral infections like influenza and infectious mononucleosis
308,5,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']",DL-Methylephedrine,6.359127921773224e-05,"['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']",1,DL-Methylephedrine is used for nasal congestion and as a decongestant in respiratory conditions like influenza and acute tonsillitis; indirect support from practice and observational studies.,nasal congestion and as a decongestant in respiratory conditions like influenza and acute tonsillitis,nasal congestion and as a decongestant in respiratory conditions like influenza and acute tonsillitis
312,6,"['B00', 'B08', 'B34', 'B37', 'B99', 'D50', 'H10', 'J00', 'J02', 'J04', 'J12', 'J15', 'J31', 'J38', 'J40', 'K52']",Gefitinib,0.028732595,"['herpesviral [herpes simplex] infections', 'specified viral infections characterised by skin and mucous membrane lesions', 'viral infection of site', 'candidiasis', 'infectious diseases', 'iron deficiency anaemia', 'conjunctivitis', 'acute nasopharyngitis [common cold]', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'viral pneumonia', 'bacterial pneumonia', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'diseases of vocal cords and larynx', 'bronchitis', 'non-infective gastro-enteritis and colitis']",1,"Gefitinib is used for non-small cell lung cancer (NSCLC), which aligns with viral pneumonia and chronic rhinitis in the trajectory; evidence from clinical trials (RCTs) supports its use in these conditions.",non-small cell lung cancer (nsclc),lung cancer
